Player ID,First Name,Last Name,Known Name,Born Date,Season ID,playTime,playTime_MEAN,tiri,tiri_MEAN,tiriInPorta,tiriInPorta_PERC,tiriInPorta_MEAN,tiriDaArea,tiriDaArea_PERC,tiriDaArea_MEAN,passChiave,passChiave_MEAN,pass,pass_MEAN,passInArea,passInArea_PERC,passInArea_MEAN,passRiusciti,passRiusciti_PERC,passRiusciti_MEAN,passChiaveRicevuti,passChiaveRicevuti_PERC,passChiaveRicevuti_MEAN,passChiaveRicevutiInArea,passChiaveRicevutiInArea_PERC,passChiaveRicevutiInArea_MEAN,passRicevuti,passRicevuti_MEAN,passRicevutiInArea,passRicevutiInArea_PERC,passRicevutiInArea_MEAN,palleLaterali,palleLaterali_MEAN,perdePalla,perdePalla_MEAN,triangolazione,triangolazione_MEAN,triFatta,triFatta_PERC,triFatta_MEAN,triChiusa,triChiusa_PERC,triChiusa_MEAN,recuperaPalla,recuperaPalla_MEAN,perdeMetaCampoProria,perdeMetaCampoProria_PERC,perdeMetaCampoProria_MEAN,dribbling,dribbling_MEAN,dribblingPositivo,dribblingPositivo_PERC,dribblingPositivo_MEAN,dribblingSub,dribblingSub_MEAN,duelli,duelli_MEAN,duelliFalliDiGioco,duelliFalliDiGioco_PERC,duelliFalliDiGioco_MEAN,duelliVinti,duelliVinti_PERC,duelliVinti_MEAN,duelliVintiMetaCampo,duelliVintiMetaCampo_PERC,duelliVintiMetaCampo_MEAN,duelliPersiMetaCampo,duelliPersiMetaCampo_PERC,duelliPersiMetaCampo_MEAN,duelliAerei,duelliAerei_PERC,duelliAerei_MEAN,duelliTackle,duelliTackle_PERC,duelliTackle_MEAN,duelliTackleVinti,duelliTackleVinti_PERC,duelliTackleVinti_MEAN,falliFatti,falliFatti_MEAN,falliSubiti,falliSubiti_MEAN,tiriInPortaDaArea,tiriInPortaDaArea_PERC,tiriInPortaDaArea_MEAN,perdeTerzoDifensivo,perdeTerzoDifensivo_PERC,perdeTerzoDifensivo_MEAN,xG,xG_MEAN,xGoT,xGoT_MEAN,xA,xA_MEAN,xAe,xAe_MEAN,xOvA,xOvA_MEAN,shotQuality,shotQuality_MEAN,np_xG,np_xG_MEAN,op_xG,op_xG_MEAN,tiriDaFuori,tiriDaFuori_PERC,tiriDaFuori_MEAN,passInAreaRiusciti,passInAreaRiusciti_PERC,passInAreaRiusciti_MEAN,giochiPortiereRicevuti,giochiPortiereRicevuti_MEAN,giochiPortiereRicevutiMetaCampoAvversaria,giochiPortiereRicevutiMetaCampoAvversaria_PERC,giochiPortiereRicevutiMetaCampoAvversaria_MEAN,cross,cross_MEAN,traversoni,traversoni_MEAN,recuperaMetaCampoAvversaria,recuperaMetaCampoAvversaria_PERC,recuperaMetaCampoAvversaria_MEAN,dribblingSubitoNegativo,dribblingSubitoNegativo_PERC,dribblingSubitoNegativo_MEAN,tiriDaAreaPiccola,tiriDaAreaPiccola_PERC,tiriDaAreaPiccola_MEAN,tiroGol,tiroGol_PERC,tiroGol_MEAN,tiroGolArea,tiroGolArea_PERC,tiroGolArea_MEAN,tiroGolAreaPiccola,tiroGolAreaPiccola_PERC,tiroGolAreaPiccola_MEAN,tiroGolPiede,tiroGolPiede_PERC,tiroGolPiede_MEAN,retiSub,retiSub_MEAN,passChiaveInArea,passChiaveInArea_PERC,passChiaveInArea_MEAN,assist,assist_MEAN,assistVincenti,assistVincenti_PERC,assistVincenti_MEAN,assistInArea,assistInArea_PERC,assistInArea_MEAN,crossRiusciti,crossRiusciti_PERC,crossRiusciti_MEAN,traversoniRiusciti,traversoniRiusciti_PERC,traversoniRiusciti_MEAN,cutBack,cutBack_MEAN,cutBackRiusciti,cutBackRiusciti_PERC,cutBackRiusciti_MEAN,duelliAereiVinti,duelliAereiVinti_PERC,duelliAereiVinti_MEAN,inFuorigioco,inFuorigioco_MEAN,tiriInPortaDaFuori,tiriInPortaDaFuori_PERC,tiriInPortaDaFuori_MEAN,interventoNegativo,interventoNegativo_MEAN,ammonizioni,ammonizioni_MEAN,recuperaTerzoOffensivo,recuperaTerzoOffensivo_PERC,recuperaTerzoOffensivo_MEAN,tiriDiTesta,tiriDiTesta_PERC,tiriDiTesta_MEAN,assistVincentiInArea,assistVincentiInArea_PERC,assistVincentiInArea_MEAN,interventoPositivo,interventoPositivo_MEAN,parate,parate_MEAN,uscite,uscite_MEAN,tiriInPortaSubitiPortiere,tiriInPortaSubitiPortiere_MEAN,tiriInPortaSubitiParati,tiriInPortaSubitiParati_PERC,tiriInPortaSubitiParati_MEAN,tiriRigoreSubiti,tiriRigoreSubiti_MEAN,lanci,lanci_MEAN,passaggiPortiere,passaggiPortiere_MEAN,lanciPositivi,lanciPositivi_PERC,lanciPositivi_MEAN,passaggiPortierePositivi,passaggiPortierePositivi_PERC,passaggiPortierePositivi_MEAN,rinvio,rinvio_MEAN,rinvioMano,rinvioMano_PERC,rinvioMano_MEAN,rinvioPiede,rinvioPiede_PERC,rinvioPiede_MEAN,parataMano,parataMano_PERC,parataMano_MEAN,parataPiede,parataPiede_PERC,parataPiede_MEAN,retiSubGK,retiSubGK_MEAN,rinvioDalFondo,rinvioDalFondo_PERC,rinvioDalFondo_MEAN,FxGoT,FxGoT_MEAN,gkGP,gkGP_MEAN,golSviluppoPunizioneCentrale,golSviluppoPunizioneCentrale_PERC,golSviluppoPunizioneCentrale_MEAN,golSviluppoCorner,golSviluppoCorner_PERC,golSviluppoCorner_MEAN,tiroGolTesta,tiroGolTesta_PERC,tiroGolTesta_MEAN,thirdPass,thirdPass_MEAN,thirdPassVincenti,thirdPassVincenti_PERC,thirdPassVincenti_MEAN,tiriDiRigore,tiriDiRigore_PERC,tiriDiRigore_MEAN,tiroGolFuoriArea,tiroGolFuoriArea_PERC,tiroGolFuoriArea_MEAN,reteDaPunizioneDiretta,reteDaPunizioneDiretta_PERC,reteDaPunizioneDiretta_MEAN,golProcurati,golProcurati_MEAN,tiroGolRigore,tiroGolRigore_PERC,tiroGolRigore_MEAN,espulsioni,espulsioni_MEAN,doppieAmm,doppieAmm_MEAN,golSviluppoPunizioneLaterale,golSviluppoPunizioneLaterale_PERC,golSviluppoPunizioneLaterale_MEAN,traversoniVincenti,traversoniVincenti_PERC,traversoniVincenti_MEAN,crossVincenti,crossVincenti_PERC,crossVincenti_MEAN,autogol,autogol_MEAN,golSviluppoPunizioneDiretta,golSviluppoPunizioneDiretta_PERC,golSviluppoPunizioneDiretta_MEAN,cutBackVincenti,cutBackVincenti_PERC,cutBackVincenti_MEAN,tiriRigoreParati,tiriRigoreParati_PERC,tiriRigoreParati_MEAN
20461,LUIS,ABRAM,ABRAM L.,27-02-1996,2023,12,12,,,,,,,,,1,1.00,3,3.00,,,,2,66.67%,2.00,,,,,,,4,4.00,,,,,,1,1.00,,,,,,,,,,,,,,,,,,,,,2,2.00,1,50.00%,1.00,2,100.00%,2.00,,,,,,,,,,1,50.00%,1.00,1,100.00%,1.00,,,1,1.00,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16695,LUIS JAN PIERS,ADVINCULA CASTRILLON,ADVINCULA L.,02-03-1990,2023,34,34,,,,,,,,,,,14,14.00,2,14.29%,2.00,8,57.14%,8.00,1,11.11%,1.00,,,,9,9.00,,,,,,4,4.00,,,,,,,,,1,1.00,,,,1,1.00,,,,,,4,4.00,,,,,,,,,,3,,3.00,1,25.00%,1.00,2,50.00%,2.00,,,,,,,,,,,,,,0.000,0.000,0.000,0.000,0.177,0.177,0.000,0.000,0.177,0.177,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13455,MIGUEL,ARAUJO,ARAUJO M.,24-10-1994,2023,164,82,1,0.50,1,100.00%,0.50,1,100.00%,0.50,,,60,30.00,3,5.00%,1.50,41,68.33%,20.50,,,,,,,31,15.50,,,,1,0.50,7,3.50,1,0.50,1,100.00%,0.50,,,,8,4.00,3,42.86%,1.50,,,,,,2,1.00,11,5.50,,,,6,54.55%,3.00,1,16.67%,0.50,2,33.33%,1.00,5,45.45%,2.50,3,27.27%,1.50,1,33.33%,0.50,1,0.50,,,1,100.00%,0.50,,,,0.096,0.048,0.048,0.024,0.133,0.067,0.000,0.000,0.228,0.114,-0.047,-0.024,0.096,0.048,0.096,0.048,,,,,,,1,0.50,,,,,,1,0.50,2,25.00%,1.00,1,50.00%,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,80.00%,2.00,,,,,,1,0.50,,,,,,1,100.00%,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.50,,,,,,,,,,,,,,,,,,,,,,
17907,ALEXANDER,CALLENS,CALLENS A.,04-05-1992,2023,291,97,,,,,,,,,1,0.33,97,32.33,1,1.03%,0.33,74,76.29%,24.67,,,,,,,58,19.33,,,,,,16,5.33,1,0.33,1,100.00%,0.33,,,,15,5.00,5,31.25%,1.67,4,1.33,2,50.00%,0.67,3,1.00,27,9.00,2,7.41%,0.67,17,62.96%,5.67,4,23.53%,1.33,6,35.29%,2.00,4,14.81%,1.33,12,44.44%,4.00,8,66.67%,2.67,2,0.67,2,0.67,,,,2,12.50%,0.67,0.000,0.000,0.000,0.000,0.130,0.043,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,1,0.33,,,,,,,,3,20.00%,1.00,1,33.33%,0.33,,,,,,,,,,,,,,,,3,1.00,,,,,,,,,,,,,,,,,,,,,,,3,75.00%,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13035,ANDRE,CARRILLO,CARRILLO A.,14-06-1991,2023,19,19,1,1.00,,,,,,,,,11,11.00,1,9.09%,1.00,8,72.73%,8.00,,,,,,,8,8.00,,,,,,3,3.00,,,,,,,,,1,1.00,,,,2,2.00,,,,,,3,3.00,,,,1,33.33%,1.00,,,,2,200.00%,2.00,,,,1,33.33%,1.00,1,100.00%,1.00,,,,,,,,,,,0.046,0.046,0.000,0.000,0.274,0.274,0.000,0.000,0.320,0.320,-0.046,-0.046,0.046,0.046,0.000,0.000,1,100.00%,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15911,WILDER JOSE',CARTAGENA MENDOZA,CARTAGENA W.,23-09-1994,2023,254,85,1,0.33,1,100.00%,0.33,,,,6,2.00,69,23.00,3,4.35%,1.00,57,82.61%,19.00,1,2.22%,0.33,1,100.00%,0.33,45,15.00,1,2.22%,0.33,,,10,3.33,2,0.67,1,50.00%,0.33,1,50.00%,0.33,13,4.33,4,40.00%,1.33,2,0.67,1,50.00%,0.33,9,3.00,37,12.33,1,2.70%,0.33,13,35.14%,4.33,3,23.08%,1.00,10,76.92%,3.33,5,13.51%,1.67,12,32.43%,4.00,7,58.33%,2.33,8,2.67,1,0.33,,,,2,20.00%,0.67,0.024,0.008,0.390,0.130,0.000,0.000,0.000,0.000,0.024,0.008,0.367,0.122,0.024,0.008,0.024,0.008,1,100.00%,0.33,2,66.67%,0.67,,,,,,,,,,4,30.77%,1.33,6,66.67%,2.00,,,,,,,,,,,,,,,,1,0.33,,,,,,,,,,,,,,,,,,,,,,,1,20.00%,0.33,,,1,100.00%,0.33,,,1,0.33,1,7.69%,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54792,JESUS ABDALLAH,CASTILLO MOLINA,CASTILLO J.,11-06-2001,2023,48,48,1,1.00,,,,,,,1,1.00,20,20.00,1,5.00%,1.00,14,70.00%,14.00,1,6.67%,1.00,,,,15,15.00,1,6.67%,1.00,,,4,4.00,1,1.00,,,,1,100.00%,1.00,4,4.00,,,,,,,,,1,1.00,6,6.00,2,33.33%,2.00,4,66.67%,4.00,1,25.00%,1.00,1,25.00%,1.00,1,16.67%,1.00,1,16.67%,1.00,1,100.00%,1.00,2,2.00,2,2.00,,,,,,,0.021,0.021,0.000,0.000,0.326,0.326,0.000,0.000,0.030,0.030,-0.021,-0.021,0.021,0.021,0.000,0.000,1,100.00%,1.00,,,,,,,,,,,,,2,50.00%,2.00,,,,,,,,,,,,,,,,,,,2,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.00,,,1,25.00%,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11343,ALDO SEBASTIAN,CORZO CHAVEZ,CORZO A.,20-05-1989,2023,95,95,,,,,,,,,,,17,17.00,,,,12,70.59%,12.00,,,,,,,11,11.00,,,,,,4,4.00,,,,,,,,,2,2.00,,,,,,,,,4,4.00,16,16.00,1,6.25%,1.00,8,50.00%,8.00,1,12.50%,1.00,1,12.50%,1.00,4,25.00%,4.00,4,25.00%,4.00,3,75.00%,3.00,3,3.00,1,1.00,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,2,50.00%,2.00,,,,,,,,,,,,,,,,2,2.00,,,,,,,,,,,,,,,,,,,,,,,2,50.00%,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11234,CHRISTIAN ALBERTO,CUEVA BRAVO,CUEVA C.,23-11-1991,2023,36,18,2,1.00,2,100.00%,1.00,1,50.00%,0.50,1,0.50,20,10.00,6,30.00%,3.00,16,80.00%,8.00,1,4.17%,0.50,1,100.00%,0.50,24,12.00,2,8.33%,1.00,3,1.50,5,2.50,1,0.50,,,,1,100.00%,0.50,,,,,,3,1.50,1,33.33%,0.50,,,9,4.50,,,,2,22.22%,1.00,2,100.00%,1.00,7,350.00%,3.50,2,22.22%,1.00,2,22.22%,1.00,1,50.00%,0.50,2,1.00,,,1,50.00%,0.50,,,,0.199,0.100,0.793,0.397,0.560,0.280,0.067,0.034,0.448,0.224,0.594,0.297,0.199,0.100,0.000,0.000,1,50.00%,0.50,3,50.00%,1.50,,,,,,3,1.50,,,,,,,,,,,,,,,,,,,,,,,,1,0.50,1,100.00%,0.50,1,0.50,,,,1,100.00%,0.50,1,33.33%,0.50,,,,,,,,,,,,,,1,50.00%,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11235,EDISON MICHAEL,FLORES PERALTA,FLORES E.,14-05-1994,2023,204,68,1,0.33,1,100.00%,0.33,,,,3,1.00,31,10.33,9,29.03%,3.00,21,67.74%,7.00,7,19.44%,2.33,,,,36,12.00,3,8.33%,1.00,1,0.33,12,4.00,,,,,,,,,3,1.00,,,,1,0.33,,,,1,0.33,30,10.00,6,20.00%,2.00,10,33.33%,3.33,6,60.00%,2.00,15,150.00%,5.00,6,20.00%,2.00,11,36.67%,3.67,3,27.27%,1.00,5,1.67,6,2.00,,,,,,,0.030,0.010,0.229,0.076,1.972,0.657,0.134,0.045,1.365,0.455,0.200,0.067,0.030,0.010,0.030,0.010,1,100.00%,0.33,5,55.56%,1.67,,,,,,1,0.33,,,2,66.67%,0.67,1,100.00%,0.33,,,,,,,,,,,,,,,,1,0.33,2,66.67%,0.67,3,1.00,,,,2,66.67%,0.67,,,,,,,,,,,,1,16.67%,0.33,1,0.33,1,100.00%,0.33,,,1,0.33,1,33.33%,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47614,PEDRO,GALLESE,GALLESE P.,23-02-1990,2023,303,101,,,,,,,,,,,74,24.67,,,,44,59.46%,14.67,,,,,,,15,5.00,,,,,,20,6.67,,,,,,,,,16,5.33,3,15.00%,1.00,,,,,,,,3,1.00,1,33.33%,0.33,3,100.00%,1.00,,,,,,,1,33.33%,0.33,1,33.33%,0.33,1,100.00%,0.33,,,1,0.33,,,,4,20.00%,1.33,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,1,6.25%,0.33,,,,,,,,,,,,,,,,,,,3,1.00,,,,,,,,,,,,,,,,,,,,,,,1,100.00%,0.33,,,,,,,,,,,,,,,,,,,1,0.33,7,2.33,14,4.67,12,4.00,6,50.00%,2.00,1,0.33,13,4.33,7,2.33,6,46.15%,2.00,5,71.43%,1.67,54,18.00,11,20.37%,3.67,23,42.59%,7.67,6,85.71%,2.00,1,14.29%,0.33,3,1.00,20,37.04%,6.67,2.964,0.988,-0.036,-0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54814,JOAO ALBERTO,GRIMALDO UBIDIA,GRIMALDO J.,20-02-2003,2023,25,25,,,,,,,,,,,6,6.00,1,16.67%,1.00,4,66.67%,4.00,1,20.00%,1.00,,,,5,5.00,,,,1,1.00,3,3.00,,,,,,,,,1,1.00,,,,3,3.00,1,33.33%,1.00,,,3,3.00,,,,1,33.33%,1.00,,,,2,200.00%,2.00,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,0.000,0.220,0.220,0.000,0.000,0.220,0.220,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,1,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11236,PAOLO,GUERRERO,GUERRERO P.,01-01-1984,2023,110,37,,,,,,,,,1,0.33,26,8.67,4,15.38%,1.33,16,61.54%,5.33,2,5.88%,0.67,,,,34,11.33,3,8.82%,1.00,,,16,5.33,,,,,,,,,,,2,12.50%,0.67,,,,,,,,38,12.67,3,7.89%,1.00,18,47.37%,6.00,14,77.78%,4.67,17,94.44%,5.67,25,65.79%,8.33,6,15.79%,2.00,2,33.33%,0.67,4,1.33,3,1.00,,,,,,,0.000,0.000,0.000,0.000,0.962,0.321,0.056,0.019,0.747,0.249,0.000,0.000,0.000,0.000,0.000,0.000,,,,1,25.00%,0.33,2,0.67,2,100.00%,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.67,1,100.00%,0.33,1,0.33,,,,1,100.00%,0.33,,,,,,,,,,,,13,52.00%,4.33,,,,,,,,1,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8779,GIANLUCA,LAPADULA,LAPADULA G.,07-02-1990,2023,217,72,7,2.33,4,57.14%,1.33,2,28.57%,0.67,,,27,9.00,4,14.81%,1.33,18,66.67%,6.00,9,16.98%,3.00,2,22.22%,0.67,53,17.67,10,18.87%,3.33,,,23,7.67,2,0.67,1,50.00%,0.33,1,50.00%,0.33,2,0.67,3,13.04%,1.00,,,,,,1,0.33,39,13.00,7,17.95%,2.33,11,28.21%,3.67,6,54.55%,2.00,25,227.27%,8.33,15,38.46%,5.00,10,25.64%,3.33,1,10.00%,0.33,7,2.33,7,2.33,2,50.00%,0.67,,,,0.580,0.193,0.946,0.315,0.495,0.165,0.000,0.000,-0.858,-0.286,0.366,0.122,0.580,0.193,0.147,0.049,5,71.43%,1.67,3,75.00%,1.00,2,0.67,2,100.00%,0.67,,,,,1,50.00%,0.33,,,,,,,,,,,,,,,,,,,1,0.33,,,,,,,,,,,,,,,,,,,,,,,2,13.33%,0.67,3,1.00,2,50.00%,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59257,MARCOS JOHAN,LOPEZ LANFRANCO,LOPEZ M.,20-11-1999,2023,251,84,1,0.33,1,100.00%,0.33,,,,2,0.67,93,31.00,15,16.13%,5.00,62,66.67%,20.67,1,1.79%,0.33,1,100.00%,0.33,56,18.67,2,3.57%,0.67,7,2.33,21,7.00,3,1.00,3,100.00%,1.00,,,,13,4.33,5,23.81%,1.67,7,2.33,3,42.86%,1.00,7,2.33,31,10.33,7,22.58%,2.33,21,67.74%,7.00,11,52.38%,3.67,6,28.57%,2.00,2,6.45%,0.67,4,12.90%,1.33,3,75.00%,1.00,4,1.33,7,2.33,,,,4,19.05%,1.33,0.017,0.006,0.188,0.063,2.596,0.865,0.019,0.006,2.186,0.729,0.171,0.057,0.017,0.006,0.017,0.006,1,100.00%,0.33,7,46.67%,2.33,1,0.33,,,,6,2.00,1,0.33,6,46.15%,2.00,,,,,,,,,,,,,,,,,,,2,0.67,1,50.00%,0.33,1,0.33,,,,1,100.00%,0.33,2,33.33%,0.67,,,,,,,,,1,50.00%,0.33,,,1,100.00%,0.33,,,,,2,15.38%,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17908,SERGIO,PENA,PENA S.,28-09-1995,2023,283,94,1,0.33,,,,,,,10,3.33,138,46.00,17,12.32%,5.67,103,74.64%,34.33,2,1.98%,0.67,,,,101,33.67,,,,2,0.67,23,7.67,6,2.00,,,,6,100.00%,2.00,19,6.33,9,39.13%,3.00,2,0.67,,,,6,2.00,31,10.33,4,12.90%,1.33,15,48.39%,5.00,10,66.67%,3.33,9,60.00%,3.00,5,16.13%,1.67,8,25.81%,2.67,6,75.00%,2.00,6,2.00,4,1.33,,,,6,26.09%,2.00,0.005,0.002,0.000,0.000,2.835,0.945,0.088,0.029,2.616,0.872,-0.005,-0.002,0.005,0.002,0.005,0.002,1,100.00%,0.33,8,47.06%,2.67,,,,,,2,0.67,,,11,57.89%,3.67,2,33.33%,0.67,,,,,,,,,,,,,,,,3,1.00,4,40.00%,1.33,3,1.00,,,,2,66.67%,0.67,1,50.00%,0.33,,,,,,,,,1,20.00%,0.33,,,,,,,,1,0.33,2,10.53%,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11238,ANDY JORMAN,POLO ANDRADE,POLO A.,29-09-1994,2023,196,98,,,,,,,,,2,1.00,73,36.50,7,9.59%,3.50,55,75.34%,27.50,2,4.26%,1.00,,,,47,23.50,3,6.38%,1.50,3,1.50,16,8.00,4,2.00,4,100.00%,2.00,,,,13,6.50,3,18.75%,1.50,5,2.50,,,,6,3.00,24,12.00,2,8.33%,1.00,9,37.50%,4.50,3,33.33%,1.50,13,144.44%,6.50,1,4.17%,0.50,6,25.00%,3.00,3,50.00%,1.50,4,2.00,2,1.00,,,,,,,0.000,0.000,0.000,0.000,0.713,0.357,0.080,0.040,0.430,0.215,0.000,0.000,0.000,0.000,0.000,0.000,,,,3,42.86%,1.50,1,0.50,,,,1,0.50,,,2,15.38%,1.00,3,50.00%,1.50,,,,,,,,,,,,,,,,1,0.50,,,,2,1.00,,,,,,,1,100.00%,0.50,,,,,,,,,1,100.00%,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54906,PIERO ALDAIR,QUISPE CORDOVA,QUISPE P.,14-08-2001,2023,147,73,1,0.50,1,100.00%,0.50,1,100.00%,0.50,3,1.50,38,19.00,2,5.26%,1.00,31,81.58%,15.50,2,5.56%,1.00,1,50.00%,0.50,36,18.00,1,2.78%,0.50,2,1.00,8,4.00,2,1.00,1,50.00%,0.50,1,50.00%,0.50,13,6.50,1,12.50%,0.50,4,2.00,2,50.00%,1.00,2,1.00,19,9.50,4,21.05%,2.00,13,68.42%,6.50,5,38.46%,2.50,5,38.46%,2.50,1,5.26%,0.50,8,42.11%,4.00,5,62.50%,2.50,,,4,2.00,1,100.00%,0.50,2,25.00%,1.00,0.140,0.070,0.306,0.153,0.405,0.203,0.051,0.026,0.386,0.193,0.166,0.083,0.140,0.070,0.000,0.000,,,,,,,2,1.00,2,100.00%,1.00,2,1.00,,,1,7.69%,0.50,1,50.00%,0.50,,,,,,,,,,,,,,,,,,,,,1,0.50,,,,,,,,,,,,,,,,,,1,100.00%,0.50,1,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52223,BRYAN,REYNA,REYNA B.,23-08-1998,2023,100,50,,,,,,,,,,,14,7.00,3,21.43%,1.50,11,78.57%,5.50,1,4.35%,0.50,,,,23,11.50,2,8.70%,1.00,1,0.50,8,4.00,,,,,,,,,,,1,12.50%,0.50,6,3.00,2,33.33%,1.00,,,16,8.00,,,,4,25.00%,2.00,3,75.00%,1.50,8,200.00%,4.00,1,6.25%,0.50,7,43.75%,3.50,1,14.29%,0.50,2,1.00,,,,,,,,,0.000,0.000,0.000,0.000,0.431,0.216,0.000,0.000,0.431,0.216,0.000,0.000,0.000,0.000,0.000,0.000,,,,1,33.33%,0.50,,,,,,1,0.50,,,,,,,,,,,,,,,,,,,,,,,,2,1.00,,,,,,,,,,,,1,100.00%,0.50,,,,,,,,,1,100.00%,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
